Komentar,Penulis,Likes,Published_at,balasan
speed ketagihan nami ,@AjakPro-zv8to,0,2024-09-18T13:59:57Z,
 ronaldo d,@jasonkyo11,1,2024-09-18T13:59:57Z,
speed is loved by the whole country ,@TinyTube3,0,2024-09-18T13:59:56Z,
this is never gonna happen again only indonesia will do this ,@PlanktonTurtelini,0,2024-09-18T13:59:55Z,
kameaam nami ,@riefranchhidayat8339,0,2024-09-18T13:59:54Z,
bro got me,@Jokerrsigma,0,2024-09-18T13:59:52Z,
you did bro you did worls no live streamer bro m views you make world record bro indonesien is w country love from nepal ,@YTshort1983,1,2024-09-18T13:59:52Z,
bali have many foreigners from international youll be save there bro no zombies i swear,@eriknebularraven,0,2024-09-18T13:59:52Z,
what he will be here for the next days goodness ,@kokodayo5796,0,2024-09-18T13:59:51Z,
pt ,@devinjeco6767,0,2024-09-18T13:59:51Z,
 million viewers crazy,@I-love-nobody.7,1,2024-09-18T13:59:49Z,
thank you el kecepatann we appreciate for your coming ,@VinwithoutO,0,2024-09-18T13:59:49Z,
its so fireeeeeee speed,@iniKRUGER,1,2024-09-18T13:59:48Z,
natunatoto new member natunatoto,@tranminhfq71P,0,2024-09-18T13:59:48Z,
wowwwwwwww,@zakymk6288,0,2024-09-18T13:59:48Z,
plss jangan pada rusuh napa dari livestream sebelumnya juga udah sering dibilangin jangan terlalu gila tetep disiplin dan kasih speed ruang,@Bourbon71,1,2024-09-18T13:59:47Z,
sponsored by aqua,@fernandosugiono2167,0,2024-09-18T13:59:47Z,
you did bro you did worls no live streamer bro m views you make world record bro indonesien is w country love from nepal ,@YTshort1983,1,2024-09-18T13:59:46Z,
yang pasti gacor hanya natunatoto,@DangQuiLoi,0,2024-09-18T13:59:45Z,
congrats million view speednext stream klo bisa jan rusuh lagi ya temanbiar speed enjoy juga live nya,@dintzxd,1,2024-09-18T13:59:45Z,
cok beneran,@MuhammadLazuardiSiraj,1,2024-09-18T13:59:44Z,
w,@mozeeYT,0,2024-09-18T13:59:43Z,
w,@danielstywn,0,2024-09-18T13:59:40Z,
welcome to indonesiaa enjoyy speed ,@Bagasdc,111,2024-09-18T13:59:39Z,ling lung kelaszz idol mantap mang amazing welcom to mobile legends seberapa tangguh anda
w indonesia we need part speed,@Fathir.Afghani,0,2024-09-18T13:59:39Z,
info bonus depo sikat,@SherrieStacyas,0,2024-09-18T13:59:39Z,
you did bro you did worls no live streamer bro m views you make world record bro indonesien is w country love from nepal ,@YTshort1983,1,2024-09-18T13:59:36Z,
kumpulkan suara anda semua buktikan bahwa indonesia manusia terkuat dibumi diberbagai media manapun indonesia manyalaaaa,@muhamaddzulkifly,121,2024-09-18T13:59:34Z,"algorithm muhamaddzulkifly indonesia l lebay t justru malu maluin keliatan sdm rendahnya norak boss jijik krinj najis bangga banget jadi orang caper ngerumunin speed ga jadi pilihan yang bagus, bikin channel yg banyak supaya views nya banyak di sati hari itu baru keren dan bisa ngebuat orang luar terheran heran sama masyarakat kitafdzmuhammadrdwn youre the product malah malu maluin jadinya fdzmuhammadrdwnlebay lu ti alay bgt santai aja lah ga terima lu ras lu ngefans sama org berkulit lebih gelap rasis lu sok paling benar lu ti ngapain malu santai aja lah serius amat lu gaada yg keberatan juga lu nya aja yg terlalu baper sensi bgt lu ya buktikan dengan prestasi huzzos get out bot mjplaysantai primamusicsantai obamasantai imqnzoh wow, shocker fdzmuhammadrdwnsantai indonesia number one apasih anj malu maluin cuyy ap coba buat apa alay you got the whole squad clapping fdzmuhammadrdwn ngerumuni speed emg norak tapi membuat channel baru buat nonton ulang dan like sama subs di channel baru itu, bisa membuat negara lain heran melihat views dan popularitas video irl itu
tunjukan lah indonesia adalah negara menyala terkuat cuma di sosmed doang wkwkwkwkwk"
thank you isoospeed for coming to indonesian,@puisilini,0,2024-09-18T13:59:33Z,
eyyo bro speed,@yzdne9837,0,2024-09-18T13:59:32Z,
 is that amy on his phone wallpaper,@abbasaiman,5,2024-09-18T13:59:30Z,you better watch that chick of your
apa ini atta halilintar ke ,@yustichabilqis8321,0,2024-09-18T13:59:30Z,
amanjing,@Salman-t6e,1,2024-09-18T13:59:30Z,
batik is from indonesia not from malaysia malaysia can only cheat,@dodiwijaya6783,0,2024-09-18T13:59:29Z,
,@SuryaSurya-jf9mg,0,2024-09-18T13:59:28Z,
you did bro you did worls no live streamer bro m views you make world record bro indonesien is w country love from nepal ,@YTshort1983,0,2024-09-18T13:59:27Z,
 is the best,@ZakiYamani-z6c,6,2024-09-18T13:59:24Z,
info bonus depo sikat,@NicholasJayer,0,2024-09-18T13:59:24Z,
ill be waiting for you in the jam gadang,@fachrulramadhan6943,0,2024-09-18T13:59:21Z,
so funnnnn,@Moeew_0,0,2024-09-18T13:59:21Z,
,@Aicooming,0,2024-09-18T13:59:20Z,
natunatoto new member natunatoto,@PhamHuynhPhamGiao,0,2024-09-18T13:59:19Z,
jangan lupa main dewi situs terpercaya,@LuisJosephad,0,2024-09-18T13:59:18Z,
you did bro you did worls no live streamer bro m views you make world record bro indonesien is w country love from nepal ,@YTshort1983,0,2024-09-18T13:59:16Z,
go to nigga cuci motor,@VinzZ77z,3,2024-09-18T13:59:14Z,rasis goblok
info bonus depo sikat,@SeanD.Mosher,0,2024-09-18T13:59:14Z,
bro anyone knows whats nami instagram,@junn_.,0,2024-09-18T13:59:14Z,
,@Novalaz,0,2024-09-18T13:59:14Z,
yang pasti gacor hanya natunatoto,@FredaKhanhHuyen,0,2024-09-18T13:59:13Z,
welcome to indonesia speed,@WarXGaming05,0,2024-09-18T13:59:13Z,
 ,@Aowkwkwkw,0,2024-09-18T13:59:12Z,
jangan lupa main dewi situs terpercaya,@LorenzoJosejer,0,2024-09-18T13:59:12Z,
natunatoto new member natunatoto,@HươngDiệpOby,0,2024-09-18T13:59:11Z,
info bonus depo sikat,@JohnDeasey,0,2024-09-18T13:59:11Z,
jangan lupa main dewi situs terpercaya,@IsaacBiggs,0,2024-09-18T13:59:10Z,
that apple might have feeling to speed the apple got his revenge,@zaxnate,0,2024-09-18T13:59:09Z,
w indonesia,@aidanlistrik,0,2024-09-18T13:59:09Z,
yang pasti gacor hanya natunatoto,@TrinhNhuNham,0,2024-09-18T13:59:08Z,
speed come to bekasi and then to graha persada please,@janasaidin4347,0,2024-09-18T13:59:07Z,
info bonus depo sikat,@ChadDavidbeen,0,2024-09-18T13:59:07Z,
g bisa bhs enggres,@b_studio86,0,2024-09-18T13:59:07Z,
natunatoto new member natunatoto,@SkipThuHa,0,2024-09-18T13:59:06Z,
goat,@MuhamadRafli-cr7dh,0,2024-09-18T13:59:05Z,
omg,@zakymk6288,0,2024-09-18T13:59:04Z,
gadd damnnnn broo always remember king indo,@ic.dika_l,0,2024-09-18T13:59:04Z,
the best irl i ve ever saw welcome to indonesia ,@bryanz7899,0,2024-09-18T13:59:03Z,
myanmar,@SoeWinNaing-y6x,0,2024-09-18T13:59:02Z,
you did bro you did worls no live streamer bro m views you make world record bro indonesien is w country love from nepal ,@YTshort1983,0,2024-09-18T13:59:01Z,
 bisa bisanya dia malah kasian ,@Della_surbkti,1,2024-09-18T13:59:01Z,
absolutely crazy,@febbyZola22,0,2024-09-18T13:59:00Z,
yang pasti gacor hanya natunatoto,@CaoPhiYen,0,2024-09-18T13:58:59Z,
where malaydesh ,@AkunBarututu,0,2024-09-18T13:58:59Z,
,@dimasaditia5945,0,2024-09-18T13:58:59Z,
gila subsnya,@GuyWhoLikeMods,0,2024-09-18T13:58:59Z,
speed are u going to singapore for f this weekend or nah,@Jiayingchua14,0,2024-09-18T13:58:58Z,
he totally shattered the record,@Rizzhikari,0,2024-09-18T13:58:58Z,
mantapp bosku,@fajarnugraha8776,0,2024-09-18T13:58:56Z,
tuan kecepatan berada di negara kita kawan,@RLostAtYoutube,1,2024-09-18T13:58:56Z,
saya fans speed sejak kecil,@bayuirham7537,0,2024-09-18T13:58:55Z,
mending ajak ke bali,@com.Kazuya,1,2024-09-18T13:58:54Z,
natunatoto new member natunatoto,@LaManNhiLinh,0,2024-09-18T13:58:52Z,
 bocah fomo kontol,@milkymatcha9891,0,2024-09-18T13:58:52Z,"apalah kau bang biarkan lah lagian itu buat ishowspeed senang juga lah kenapa kau marah la bang bang lagian dia di indo juga ga tiap hari, aneh bgt sama org kek gini ada aja buat bahan ga suka sama orang apa sihh kang coli sirik amat fm cntmachde riyanekaprayogafomo cnt machde bacot fomo riyanekaprayoga norak aneh kau bang ediprianto bacot fomo riyanekaprayoga apadah org itu fomo semua diajak ngomong inggris gabisa machde blok kalo rusuh dia gabakal lama disini jing fomo ediprianto bacot norak kebanyakan yang fomo itu ikut ikutan liat keramaian, lagian pada egois gak tau moment untuk minta foto si speednya sendiri juga rusuh  emang karakternya si speed ini rusuh kayak si reza arap dia purapura panik padahal dia seneng banget bisa pecahin rekor dunia untuk streaming berkat orang indonesia pasti ada miliaran duit yang dia dapet selama streaming di indonesia liat tuh sering banget dia cengar cengir qawawaq ha santai serius amat mfakovr norak wkkwk, culture orang indo ada kecelakaan di krubungin rame, ada yang terkenall ikut padahal ga tau itu siapa biasa, sdm di norwey lebih parah lagi whys bro so mad lmao, look at your comment history youre acting like toddler having a tantrum"
whats the craziest maphilindo country speed been to,@dizzyizzy7247,1,2024-09-18T13:58:52Z,
bro mirip seperti temanku di papua,@fernandosugiono2167,0,2024-09-18T13:58:50Z,
e empuk nyoo,@kangmaedahi0774,1,2024-09-18T13:58:49Z,
over million views in the space of hrs thats insane,@deelonmusk,0,2024-09-18T13:58:46Z,
info bonus depo sikat,@LoriK.Lambert,0,2024-09-18T13:58:46Z,
best ishowspeed today speed dancing playing traditional music instrument indonesian scary house speed taking pic with the crowd speed got m views in ls snot coming out speed celebrate his m views with backflip speed got prank and get ronaldos figure gift the funny one messi fan turn into ronaldo fan speed got hyped with indonesian namis big boobs detected,@aziscorleone8983,2,2024-09-18T13:58:45Z,
siuuuuuuu,@Wolfblack-25,0,2024-09-18T13:58:45Z,
indonesia terbaik,@utiessambilan7656,0,2024-09-18T13:58:44Z,
best stream everrrrrr,@Daffa_am.,1,2024-09-18T13:58:44Z,
kukuruyukk awokawok,@uenokun,0,2024-09-18T13:58:44Z,
wow,@cyberlink2407,0,2024-09-18T13:58:44Z,
info besok speed pulangmasih lanjut ke kota lain di indoserius nanya,@Rzz-m1f,0,2024-09-18T13:58:44Z,masih di indo oke thanks infoparkhyyungjin
come to medan city,@Warren_chChandra,0,2024-09-18T13:58:43Z,
jangan lupa main dewi situs terpercaya,@FinnRutherford,0,2024-09-18T13:58:42Z,
gg coy tembus jt live view,@bosman2638,1,2024-09-18T13:58:42Z,
w country,@angel365files,0,2024-09-18T13:58:42Z,geol shake shake
it crazy man,@dafiqnurhidayat412,0,2024-09-18T13:58:41Z,
philippines uraaaaa,@senpai273,0,2024-09-18T13:58:41Z,
,@xixi_swayllow,0,2024-09-18T13:58:41Z,
l,@Egg-san,0,2024-09-18T13:58:40Z,
come to bali,@BagasPenting,0,2024-09-18T13:58:40Z,
its crazy its reached million viewers,@GufronRamadhan-p8o,0,2024-09-18T13:58:40Z,
wowwwwwwww,@zakymk6288,0,2024-09-18T13:58:40Z,
 lol moment,@IShowSpeed-r7q,85,2024-09-18T13:58:39Z,cek khodam lol
mantap ,@moza8364,0,2024-09-18T13:58:39Z,
as a malaysian i admit indonesia is the most w country that speed ever streams highest live viewerschaotic yet fun crowds congratuls indonesia,@Azmil_99,12,2024-09-18T13:58:39Z,"w malaysian too, love from indonesia obviously they population is  times more than malaysia kagak perlu love emote jenk lagian kalian suka hina orang indo mulu two face malay"
keren pas main angklung,@hasimas6131,0,2024-09-18T13:58:38Z,
sodara kecepatan sangat keren mengunakan baju timnas indonesia broo,@Dikamarsha1305,0,2024-09-18T13:58:39Z,
welcome to indonesia el kecepatan,@dickymuhammadalfin2586,0,2024-09-18T13:58:38Z,
there are simply too many of us,@sondernfy,0,2024-09-18T13:58:38Z,
indonesia as one of the countries with the largest population has no difficulty in reaching million viewers or even more,@aditiyarizkywijaya2576,0,2024-09-18T13:58:37Z,
broken,@ryu_qinnn,0,2024-09-18T13:58:34Z,
banyak yang kampungan anjing ya kali speed mau foto foto tanda tangan semua orang tolol,@Aman-gq4mk,2,2024-09-18T13:58:34Z,
jangan lupa main dewi situs terpercaya,@LindaAlicear,0,2024-09-18T13:58:33Z,
halooo speed im very happy,@randyrizkisitorus8546,0,2024-09-18T13:58:32Z,
,@ICEGaming-t9z,0,2024-09-18T13:58:31Z,
ada indonesia coyy btw gg tembus jt viewers pas live tdi gokil emg netizen,@bukansiapasiapa1111,0,2024-09-18T13:58:31Z,
come to pik jakarta speed with hundreds of sportscar and hypercars,@user-ckltbyh5I8j0a,0,2024-09-18T13:58:31Z,"facts nuh even though its still chaotic but livestream in indonesia is much better than malaysia malaysian without uncle roger will be no fun and just chaos because in indonesia there are many pleasant surprises w country  speed even gave a rating of  to livestream in indonesia ffffffffaaaactx how are they educated when they got the lowest iq in south east asia l malaysia fake malay, truly malaydeshindianesh and mchinese bro malaysia alot of foreigner and they got the most unemplayed citizen in south east asia because of the population over m hell nah midomanbersebab ada nenen modal wanita buat maksiat mata negara islam ke kapir sorry but l indonesia rd world country engrsongjihyo tolong la kalau kami ni dihina kenapa orang kamu selalu ngemis kerja di sini malaysia  mengaku duit malaysia lebih bernilai dari indo yang hanya mampu berkata hina tanpa padangan malaysia is the second india that kind of malaysian fans really made me ashamed as malaysian malaydesh xnmodal awek tunjuk tetek, negara kapir malaysia not begging for money and showing tits to kids malaysia is another country of bangladesh they are like that because they see their idols directly, so its natural, yes, maybe most of them are fanatics and cant be controlled, dont be jealous xn even tho im malaysian sadly theres too many foreignerimmigrants either in kl or near the city and it makes it more chaotic proud of you indonesians kita serumpun"
w nami ,@hdzggtid8545,0,2024-09-18T13:58:30Z,
trending ,@Fandiayee22,0,2024-09-18T13:58:29Z,
 best moment so far w stream welcome to indonesia el kecepatan,@itslaciaf,2,2024-09-18T13:58:28Z,
 best moment figure cr,@Frederico27-,1,2024-09-18T13:58:27Z,
bro very ht here ,@dhenoyznero,0,2024-09-18T13:58:24Z,
meow meow meow,@princecopenhagen7614,0,2024-09-18T13:58:24Z,
nepal,@YTshort1983,0,2024-09-18T13:58:24Z,
gokil el kecepatan,@daguihchannel,0,2024-09-18T13:58:24Z,
yang pasti gacor hanya natunatoto,@TruongHanhKim,0,2024-09-18T13:58:22Z,
ini belum selesai,@MunarsihNarsih-x9x,0,2024-09-18T13:58:22Z,
info bonus depo sikat,@NikitaVenn,0,2024-09-18T13:58:21Z,
jangan lupa main dewi situs terpercaya,@AngelicaM.Demers,0,2024-09-18T13:58:21Z,
jogjaa,@SlametRiadi-d1y,0,2024-09-18T13:58:21Z,
makasih isowspead ,@vidio_story46,1,2024-09-18T13:58:20Z,malay maling mulu kerjaannya batik emang asli indonesia
yoooo wtf,@AndriShahputra,0,2024-09-18T13:58:19Z,
jangan lupa main dewi situs terpercaya,@MichaelMarkar,0,2024-09-18T13:58:17Z,
natunatoto new member natunatoto,@LýTrườngDũng,0,2024-09-18T13:58:16Z,
,@YT_short123-h7u,2,2024-09-18T13:58:16Z,
you did bro you did worls no live streamer bro m views you make world record bro indonesien is w country love from nepal ,@YTshort1983,0,2024-09-18T13:58:15Z,
yang pasti gacor hanya natunatoto,@HoThuyNhien,0,2024-09-18T13:58:15Z,
dont you come to myanmar anymore bro,@SoeWinNaing-y6x,0,2024-09-18T13:58:15Z,
batik from indonesiia vroh,@eren_ardians,0,2024-09-18T13:58:14Z,
 indo kfc,@APFKT0813,20,2024-09-18T13:58:14Z,
yo bro he must met martunis ronaldo son,@Michael-tv8nm,1,2024-09-18T13:58:13Z,
ishowspeed is gonna make lots of money in this stream,@ZAYAN_KHAN-z1,0,2024-09-18T13:58:13Z,
info bonus depo sikat,@OscarEmersoner,0,2024-09-18T13:58:13Z,
thx speed,@Njnazril,0,2024-09-18T13:58:13Z,
natunatoto new member natunatoto,@HàGấmLê,0,2024-09-18T13:58:11Z,
yang pasti gacor hanya natunatoto,@hanhieuLUVE,0,2024-09-18T13:58:11Z,
natunatoto new member natunatoto,@TrinhMyLam,0,2024-09-18T13:58:11Z,
where replay live chat,@flyfu4633,0,2024-09-18T13:58:10Z,
dipandu sama reza arab cok,@f93r53,1,2024-09-18T13:58:10Z,
goat ,@Danielbill26,1,2024-09-18T13:58:08Z,
yang pasti gacor hanya natunatoto,@vokhanhAJY,0,2024-09-18T13:58:08Z,
natunatoto new member natunatoto,@DodallKhoaViệt,0,2024-09-18T13:58:07Z,
yang pasti gacor hanya natunatoto,@NgoNgocY,0,2024-09-18T13:58:06Z,
borneo island is ur next destination speed,@Evanescent-Tv,1,2024-09-18T13:58:07Z,
welcome to indonesia ,@anime3210,0,2024-09-18T13:58:06Z,
 full senyum ,@khairulumam9359,0,2024-09-18T13:58:05Z,
natunatoto new member natunatoto,@ĐoànPhươngHường,0,2024-09-18T13:58:04Z,
info bonus depo sikat,@WilliamKennethar,0,2024-09-18T13:58:02Z,
w slipz w bodyguard w indonesia,@yrikocaesars,0,2024-09-18T13:58:01Z,
balikomodo island waiting for you,@Kwonhyuk2344,1,2024-09-18T13:58:00Z,
home country where my grandparents are at thank you for visiting speed,@a3clx,0,2024-09-18T13:58:00Z,
thanks for coming speed ,@QQ2024-q5h,0,2024-09-18T13:57:58Z,
indognesial ,@Jack-l7u1u,0,2024-09-18T13:57:58Z, iri dek  malaysial claim bangladesh already oppaibesar indonesial
 sec bro kiseed ghosh ,@MSDhoni-7shorts,1,2024-09-18T13:57:58Z,
wow speed what you look ,@KongealsongKongealso,0,2024-09-18T13:57:57Z,
next stream will be m likes,@AlghazalyElbarra,0,2024-09-18T13:57:57Z,
,@LAK-k8t,0,2024-09-18T13:57:57Z,
 juta penonton,@sayapnyamukk,0,2024-09-18T13:57:57Z,
haloo speed welcome to indonesia ,@chandramaulana2065,0,2024-09-18T13:57:57Z,
 bad people,@MOESLEM-z4l,17,2024-09-18T13:57:54Z,like your country
 ,@Hazlenibrok12,5,2024-09-18T13:57:53Z,
the best irl stream ever proud to be an indonesian www,@ddwapr,1,2024-09-18T13:57:53Z,
,@wakyuway1310,0,2024-09-18T13:57:53Z,
indonesia the best country,@HallaanErling,0,2024-09-18T13:57:52Z,
m views damnnn,@blx3d470,0,2024-09-18T13:57:52Z,
before you go to the wrong country come here we are waiting for you in indonesia,@AgoesTempoyak,0,2024-09-18T13:57:51Z,
 ,@DIVYAN5H,1,2024-09-18T13:57:51Z,
yong iyong iyong,@kai-oz2cf,0,2024-09-18T13:57:49Z,
wow vie nya gede,@Kerjakerjakayanyakapan,0,2024-09-18T13:57:49Z,
w stream todayyy,@rafiachmad8446,0,2024-09-18T13:57:49Z,
 bite this ,@SaheenaSaheena,424,2024-09-18T13:57:48Z,"broo hes just been surrounded by a lot of people, theres no way his mood is going to be good broo theyre annoying him so much bro imagine going in a street and u get swarmed by s of people out of nowhere haha  daddy gooyoh  ku ulang ulang ngakak jirr  bro  ngakak sih ini kwkw he choke him daday guyoung ekekeekekwkwkwk di kokop habis tuh di buang dont read my name  speeddd dontreadmypfp where is you channel banner speed yeah is insane indonesia was a huge l we just broke stream views lol
m huzzos keep crying huzzoshuzzos huzzosif you want your youtube to be watched by many people like speed, dont do stupid things reyvanogaming bro indonesia was such an l huzzosyou are very jealous of indonesia, which beats your countrys audience huzzos sure kid huzzos keep making videos that nobody watch lil bro huzzos,m vs m  lol huzzos poor l sweden huzzos rage cry kinds huzzosbig l for sweden huzzos 
bro indonesia was such an l huzzos womp womp kid huzzosyeah like ur life huge l bro, get your life better huzzosstop yapping bruh idrserang aja akunya jpnutmserang aja akunya yxggsnaaaah,, might half of those are not from indonesia, because he only got k new subs for million live views for  hours lets say k live views are from indo and k are might from other sea country, and the other the k are outside of sea you brain stupid yh , indonesia ask dont funny very happyhuzzos ishowspeed really ask dont mad and steal , indonesia can help for you speed not need attack gift shirt very happyhuzzos huzzosyou big l , super live all juta k dollar huzzosyou want talking l go to viral kids so stupid huzzosi know youre pinoy httpswwwyoutubecomlivemvtwxwzqcosipluwjylalkewfwu huzzos nah u big l  aura engrsongjihyo because some of us just watch and do not subscribe, one of them is me i just subscribe to him now because i want to chat in his live, you dont know anything about indonesia right almost every indonesian person is watching if someone brings indonesia, and im sure most of them are fomo because one of malonmalaysia people was claiming batik and fyi, indonesia is kind of sensitive if someone claims our property so its kinda viral here rdgasssss"
